read_ID,start,length
M04808:132:000000000-CTP75:1:2112:21926:17611,5247824,408
M04808:132:000000000-CTP75:1:2112:27169:17998,5247641,1721
M04808:132:000000000-CTP75:1:2112:4540:18007,5247770,462
M04808:132:000000000-CTP75:1:2112:3316:17780,5247876,356
M04808:132:000000000-CTP75:1:2112:28652:17802,5248188,800
M04808:132:000000000-CTP75:1:2112:24977:19176,5248231,485
M04808:132:000000000-CTP75:1:2112:18959:19271,5248227,369
M04808:132:000000000-CTP75:1:2112:17624:19306,5246102,2130
M04808:132:000000000-CTP75:1:2112:5001:19445,5248194,471
M04808:132:000000000-CTP75:1:2112:6550:18770,5248121,746
M04808:132:000000000-CTP75:1:2112:15330:19564,5248098,246
M04808:132:000000000-CTP75:1:2112:4836:18500,5248201,875
M04808:132:000000000-CTP75:1:2112:28168:19370,5248223,238
M04808:132:000000000-CTP75:1:2112:13316:19779,5247643,589
M04808:132:000000000-CTP75:1:2112:19355:19788,5246847,1706
M04808:132:000000000-CTP75:1:2112:5319:20228,5248194,412
M04808:132:000000000-CTP75:1:2112:17673:19467,5248231,797
M04808:132:000000000-CTP75:1:2112:17585:18552,5247837,397
M04808:132:000000000-CTP75:1:2112:18701:20104,5248230,375
M04808:132:000000000-CTP75:1:2112:7082:20278,5248227,830
M04808:132:000000000-CTP75:1:2112:25705:19230,5247993,285
M04808:132:000000000-CTP75:1:2112:5379:20344,5248223,683
M04808:132:000000000-CTP75:1:2112:18518:21260,5246976,1259
M04808:132:000000000-CTP75:1:2112:24804:21592,5247129,1962
M04808:132:000000000-CTP75:1:2112:22464:20996,5247349,1340
M04808:132:000000000-CTP75:1:2112:11745:21755,5248228,451
M04808:132:000000000-CTP75:1:2112:25647:21289,5247187,1046
M04808:132:000000000-CTP75:1:2112:21464:21702,5248231,2119
M04808:132:000000000-CTP75:1:2112:8406:21938,5247784,448
M04808:132:000000000-CTP75:1:2112:25907:22246,5246426,3923
M04808:132:000000000-CTP75:1:2112:13763:21572,5248228,315
M04808:132:000000000-CTP75:1:2112:21368:22015,5248227,1287
M04808:132:000000000-CTP75:1:2112:12107:22399,5248225,275
M04808:132:000000000-CTP75:1:2112:16702:22304,5247785,447
M04808:132:000000000-CTP75:1:2112:24454:22926,5248227,830
M04808:132:000000000-CTP75:1:2112:10131:23369,5246380,1863
M04808:132:000000000-CTP75:1:2112:21141:22821,5246376,1889
M04808:132:000000000-CTP75:1:2112:19204:23282,5247731,1155
M04808:132:000000000-CTP75:1:2112:19768:23436,5247606,1150
M04808:132:000000000-CTP75:1:2112:9645:23322,5247648,2050
M04808:132:000000000-CTP75:1:2112:10280:23908,5247980,422
M04808:132:000000000-CTP75:1:2112:12102:24372,5248230,825
M04808:132:000000000-CTP75:1:2112:9970:24677,5248230,2327
M04808:132:000000000-CTP75:1:2112:16212:24319,5248227,1088
M04808:132:000000000-CTP75:1:2112:9540:24740,5247211,1021
M04808:132:000000000-CTP75:1:2115:14990:2038,5247600,1529
M04808:132:000000000-CTP75:1:2112:19806:24023,5247785,447
M04808:132:000000000-CTP75:1:2115:8726:1951,5247538,756
M04808:132:000000000-CTP75:1:2115:9743:2368,5248230,343
M04808:132:000000000-CTP75:1:2112:18452:24809,5247627,608
M04808:132:000000000-CTP75:1:2115:12099:3314,5248161,1221
M04808:132:000000000-CTP75:1:2112:15563:25057,5247897,349
M04808:132:000000000-CTP75:1:2112:20161:24913,5247586,1592
M04808:132:000000000-CTP75:1:2115:11225:2683,5247950,282
M04808:132:000000000-CTP75:1:2115:18457:3472,5246423,3926
M04808:132:000000000-CTP75:1:2115:8773:3493,5247926,1408
M04808:132:000000000-CTP75:1:2115:14159:3272,5247875,636
M04808:132:000000000-CTP75:1:2115:10337:3025,5247511,725
M04808:132:000000000-CTP75:1:2115:19532:3050,5248220,342
M04808:132:000000000-CTP75:1:2115:15800:3050,5247487,805
M04808:132:000000000-CTP75:1:2115:25393:3572,5248229,358
M04808:132:000000000-CTP75:1:2115:11384:3665,5247827,405
M04808:132:000000000-CTP75:1:2115:5633:3860,5246426,3923
M04808:132:000000000-CTP75:1:2115:22041:3876,5248226,954
M04808:132:000000000-CTP75:1:2115:10601:4765,5248217,886
M04808:132:000000000-CTP75:1:2115:25896:5299,5247371,861
M04808:132:000000000-CTP75:1:2115:17937:4260,5247773,460
M04808:132:000000000-CTP75:1:2115:21824:4626,5248230,846
M04808:132:000000000-CTP75:1:2115:15545:5818,5248121,746
M04808:132:000000000-CTP75:1:2115:25635:5618,5248227,1287
M04808:132:000000000-CTP75:1:2115:23635:5627,5247174,1058
M04808:132:000000000-CTP75:1:2115:17854:5712,5248230,2524
M04808:132:000000000-CTP75:1:2115:26480:5877,5248224,378
M04808:132:000000000-CTP75:1:2115:27423:6007,5247971,260
M04808:132:000000000-CTP75:1:2115:7189:6036,5247989,244
M04808:132:000000000-CTP75:1:2115:13083:6278,5247092,1340
M04808:132:000000000-CTP75:1:2115:4366:5992,5248184,1528
M04808:132:000000000-CTP75:1:2115:9844:6770,5246985,1247
M04808:132:000000000-CTP75:1:2115:21587:6244,5247920,312
M04808:132:000000000-CTP75:1:2115:23335:6622,5246813,1419
M04808:132:000000000-CTP75:1:2115:17511:6681,5248220,395
M04808:132:000000000-CTP75:1:2115:4725:7117,5247174,1058
M04808:132:000000000-CTP75:1:2115:15896:7237,5248231,1154
M04808:132:000000000-CTP75:1:2115:19313:7593,5245812,2856
M04808:132:000000000-CTP75:1:2115:26966:6826,5247790,447
M04808:132:000000000-CTP75:1:2115:10765:7439,5248206,859
M04808:132:000000000-CTP75:1:2115:14238:8060,5247563,669
M04808:132:000000000-CTP75:1:2115:11701:7834,5248161,1221
M04808:132:000000000-CTP75:1:2115:24236:7873,5248227,1012
M04808:132:000000000-CTP75:1:2115:10921:8290,5247843,389
M04808:132:000000000-CTP75:1:2115:19332:8166,5248224,417
M04808:132:000000000-CTP75:1:2115:12230:8409,5246158,2085
M04808:132:000000000-CTP75:1:2115:24822:8360,5247840,397
M04808:132:000000000-CTP75:1:2115:26366:8701,5248229,542
M04808:132:000000000-CTP75:1:2115:8603:8868,5246690,2403
M04808:132:000000000-CTP75:1:2115:24641:9003,5247868,2970
M04808:132:000000000-CTP75:1:2115:15499:9190,5248230,825
M04808:132:000000000-CTP75:1:2115:7153:9279,5248230,766
M04808:132:000000000-CTP75:1:2115:24385:9607,5246380,1863
M04808:132:000000000-CTP75:1:2115:26036:9425,5248224,378
M04808:132:000000000-CTP75:1:2115:17900:9628,5248227,959
M04808:132:000000000-CTP75:1:2115:8963:9398,5246426,3923
M04808:132:000000000-CTP75:1:2115:23865:9677,5247579,729
M04808:132:000000000-CTP75:1:2115:28349:9935,5248215,878
M04808:132:000000000-CTP75:1:2115:15727:9943,5245922,2310
M04808:132:000000000-CTP75:1:2115:15620:9904,5247977,255
M04808:132:000000000-CTP75:1:2115:9257:9920,5248202,499
M04808:132:000000000-CTP75:1:2115:22020:9979,5246426,3923
M04808:132:000000000-CTP75:1:2115:22049:10002,5248189,1801
M04808:132:000000000-CTP75:1:2115:23887:10089,5247837,397
M04808:132:000000000-CTP75:1:2115:12075:10406,5248215,878
M04808:132:000000000-CTP75:1:2115:19381:9823,5247812,422
M04808:132:000000000-CTP75:1:2115:20194:10139,5247331,905
M04808:132:000000000-CTP75:1:2115:4591:10208,5248227,369
M04808:132:000000000-CTP75:1:2115:22119:10466,5247726,524
M04808:132:000000000-CTP75:1:2115:8754:10683,5248218,321
M04808:132:000000000-CTP75:1:2115:20149:11020,5246764,1472
M04808:132:000000000-CTP75:1:2115:21644:10800,5246376,1889
M04808:132:000000000-CTP75:1:2115:24118:10807,5248217,711
M04808:132:000000000-CTP75:1:2115:3538:10817,5247882,361
M04808:132:000000000-CTP75:1:2115:11849:10756,5248334,787
M04808:132:000000000-CTP75:1:2115:24930:10767,5247726,524
M04808:132:000000000-CTP75:1:2115:3546:10767,5247847,396
M04808:132:000000000-CTP75:1:2115:24126:11319,5248229,390
M04808:132:000000000-CTP75:1:2115:10231:11335,5247897,340
M04808:132:000000000-CTP75:1:2115:8095:10717,5245955,3777
M04808:132:000000000-CTP75:1:2115:18949:11559,5245985,4374
M04808:132:000000000-CTP75:1:2115:15557:11814,5247677,557
M04808:132:000000000-CTP75:1:2115:25815:11853,5247900,713
M04808:132:000000000-CTP75:1:2115:2150:11732,5246011,2225
M04808:132:000000000-CTP75:1:2115:18827:11735,5247190,1042
M04808:132:000000000-CTP75:1:2115:15538:12009,5248033,885
M04808:132:000000000-CTP75:1:2115:13142:12375,5247630,602
M04808:132:000000000-CTP75:1:2115:3950:12143,5248225,402
M04808:132:000000000-CTP75:1:2115:10347:12854,5247947,286
M04808:132:000000000-CTP75:1:2115:2753:12483,5248213,650
M04808:132:000000000-CTP75:1:2115:26812:12811,5248194,412
M04808:132:000000000-CTP75:1:2115:4961:12774,5247882,361
M04808:132:000000000-CTP75:1:2115:28403:13293,5248227,1287
M04808:132:000000000-CTP75:1:2115:6287:12867,5247092,1340
M04808:132:000000000-CTP75:1:2115:10695:12910,5247351,881
M04808:132:000000000-CTP75:1:2115:28043:13205,5248232,313
M04808:132:000000000-CTP75:1:2115:12433:12757,5247785,447
M04808:132:000000000-CTP75:1:2115:8450:13507,5247990,242
M04808:132:000000000-CTP75:1:2115:22028:13638,5247129,1103
M04808:132:000000000-CTP75:1:2115:14981:13491,5247790,1203
M04808:132:000000000-CTP75:1:2115:20925:14164,5247189,1044
M04808:132:000000000-CTP75:1:2115:15194:13938,5248226,2321
M04808:132:000000000-CTP75:1:2115:6697:14042,5248224,1711
M04808:132:000000000-CTP75:1:2115:15654:13845,5248227,1602
M04808:132:000000000-CTP75:1:2115:3198:14053,5247510,723
M04808:132:000000000-CTP75:1:2115:16379:14708,5247790,1203
M04808:132:000000000-CTP75:1:2115:26310:14726,5247113,1922
M04808:132:000000000-CTP75:1:2115:19719:14861,5248161,1221
M04808:132:000000000-CTP75:1:2115:3604:14690,5248226,2321
M04808:132:000000000-CTP75:1:2115:25023:14900,5247246,987
M04808:132:000000000-CTP75:1:2115:5694:15124,5248229,577
M04808:132:000000000-CTP75:1:2115:13943:15543,5247934,1801
M04808:132:000000000-CTP75:1:2115:21258:16148,5248121,746
M04808:132:000000000-CTP75:1:2115:19858:15507,5248230,752
M04808:132:000000000-CTP75:1:2115:25352:15784,5248168,675
M04808:132:000000000-CTP75:1:2115:19546:15672,5247760,3078
M04808:132:000000000-CTP75:1:2115:29036:15827,5248222,408
M04808:132:000000000-CTP75:1:2115:25547:16543,5246191,2054
M04808:132:000000000-CTP75:1:2115:8668:16674,5247832,411
M04808:132:000000000-CTP75:1:2115:3396:15942,5247496,2079
M04808:132:000000000-CTP75:1:2115:15520:16399,5247321,923
M04808:132:000000000-CTP75:1:2115:3534:16810,5247696,676
M04808:132:000000000-CTP75:1:2115:2918:16584,5247790,1203
M04808:132:000000000-CTP75:1:2115:18073:17066,5247675,557
M04808:132:000000000-CTP75:1:2115:24796:17068,5248226,2321
M04808:132:000000000-CTP75:1:2115:15087:17082,5248230,7414
M04808:132:000000000-CTP75:1:2115:26775:17100,5248231,2119
M04808:132:000000000-CTP75:1:2115:20307:16459,5247790,1203
M04808:132:000000000-CTP75:1:2115:26210:16482,5245986,2248
M04808:132:000000000-CTP75:1:2115:28831:16757,5247717,515
M04808:132:000000000-CTP75:1:2115:4336:17475,5248228,492
M04808:132:000000000-CTP75:1:2115:24164:17309,5248080,293
M04808:132:000000000-CTP75:1:2115:17089:17318,5246011,2225
M04808:132:000000000-CTP75:1:2115:20846:17421,5248226,902
M04808:132:000000000-CTP75:1:2115:23044:17218,5247201,1034
M04808:132:000000000-CTP75:1:2115:13914:17571,5248227,228
M04808:132:000000000-CTP75:1:2115:18303:17766,5247458,774
M04808:132:000000000-CTP75:1:2115:10391:18065,5248185,1059
M04808:132:000000000-CTP75:1:2115:20404:18933,5247969,1624
M04808:132:000000000-CTP75:1:2115:19205:18146,5247349,1340
M04808:132:000000000-CTP75:1:2115:11691:18400,5247971,260
M04808:132:000000000-CTP75:1:2115:13292:18724,5247947,286
M04808:132:000000000-CTP75:1:2115:11314:18758,5248206,859
M04808:132:000000000-CTP75:1:2115:17737:19297,5248224,378
M04808:132:000000000-CTP75:1:2115:9355:19117,5246903,2980
M04808:132:000000000-CTP75:1:2115:7083:19584,5246829,1853
M04808:132:000000000-CTP75:1:2115:25823:19965,5246788,2167
M04808:132:000000000-CTP75:1:2115:26554:20329,5248229,1568
M04808:132:000000000-CTP75:1:2115:7995:20592,5245922,2310
M04808:132:000000000-CTP75:1:2115:26264:20050,5248193,448
M04808:132:000000000-CTP75:1:2115:15847:20392,5248227,1175
M04808:132:000000000-CTP75:1:2115:4787:20410,5248225,1226
M04808:132:000000000-CTP75:1:2115:6778:20528,5245876,2356
M04808:132:000000000-CTP75:1:2115:23670:20864,5245922,2310
M04808:132:000000000-CTP75:1:2115:20407:20757,5248228,288
M04808:132:000000000-CTP75:1:2115:20624:20854,5248230,1088
M04808:132:000000000-CTP75:1:2115:22607:21241,5247802,3036
M04808:132:000000000-CTP75:1:2115:25862:21771,5248228,225
M04808:132:000000000-CTP75:1:2115:14620:21189,5248227,1012
M04808:132:000000000-CTP75:1:2115:9358:21217,5247847,396
M04808:132:000000000-CTP75:1:2115:8023:22017,5247432,802
M04808:132:000000000-CTP75:1:2115:10215:21808,5247593,650
M04808:132:000000000-CTP75:1:2115:23241:22318,5248228,837
M04808:132:000000000-CTP75:1:2115:17228:22831,5248173,532
M04808:132:000000000-CTP75:1:2115:25503:23171,5248220,395
M04808:132:000000000-CTP75:1:2115:17583:23343,5246426,3923
M04808:132:000000000-CTP75:1:2115:13539:22504,5247855,377
M04808:132:000000000-CTP75:1:2115:21048:22727,5248212,360
M04808:132:000000000-CTP75:1:2115:20991:24301,5248214,207
M04808:132:000000000-CTP75:1:2115:10944:24780,5247788,597
M04808:132:000000000-CTP75:1:2114:11523:2130,5247821,422
M04808:132:000000000-CTP75:1:2114:8026:1996,5247754,478
M04808:132:000000000-CTP75:1:2115:15614:23621,5247696,676
M04808:132:000000000-CTP75:1:2115:12434:24472,5247238,1556
M04808:132:000000000-CTP75:1:2114:12748:2916,5248232,551
M04808:132:000000000-CTP75:1:2114:19240:3532,5248232,551
M04808:132:000000000-CTP75:1:2114:22324:3922,5248230,270
M04808:132:000000000-CTP75:1:2114:9780:4194,5246053,3435
M04808:132:000000000-CTP75:1:2114:22282:4283,5248225,1635
M04808:132:000000000-CTP75:1:2114:22075:4530,5247947,286
M04808:132:000000000-CTP75:1:2114:19124:4533,5248226,2321
M04808:132:000000000-CTP75:1:2114:19296:3738,5247323,988
M04808:132:000000000-CTP75:1:2114:23394:3985,5248230,2524
M04808:132:000000000-CTP75:1:2114:15549:4885,5245993,2291
M04808:132:000000000-CTP75:1:2114:18374:4973,5247465,777
M04808:132:000000000-CTP75:1:2114:11874:4963,5247929,419
M04808:132:000000000-CTP75:1:2114:26260:5836,5248004,310
M04808:132:000000000-CTP75:1:2115:21057:24875,5248226,262
M04808:132:000000000-CTP75:1:2114:26908:6306,5246360,2240
M04808:132:000000000-CTP75:1:2114:17545:6383,5246166,2068
M04808:132:000000000-CTP75:1:2114:20169:6453,5248215,878
M04808:132:000000000-CTP75:1:2114:10649:6564,5247560,672
M04808:132:000000000-CTP75:1:2114:26514:6496,5247321,955
M04808:132:000000000-CTP75:1:2114:27704:7193,5247790,1203
M04808:132:000000000-CTP75:1:2114:9944:6733,5247947,286
M04808:132:000000000-CTP75:1:2114:14056:6266,5247389,1026
M04808:132:000000000-CTP75:1:2114:21400:7181,5247784,405
M04808:132:000000000-CTP75:1:2114:11241:6956,5248220,468
M04808:132:000000000-CTP75:1:2114:25015:5904,5246690,2403
M04808:132:000000000-CTP75:1:2114:21102:7374,5248230,446
M04808:132:000000000-CTP75:1:2114:27498:7601,5247800,445
M04808:132:000000000-CTP75:1:2114:24283:8050,5245880,4405
M04808:132:000000000-CTP75:1:2114:9626:7708,5247941,291
M04808:132:000000000-CTP75:1:2114:24259:7946,5246288,2996
M04808:132:000000000-CTP75:1:2114:22290:8237,5248230,2524
M04808:132:000000000-CTP75:1:2114:24499:7821,5246577,2445
M04808:132:000000000-CTP75:1:2114:3198:7839,5248027,2399
M04808:132:000000000-CTP75:1:2114:17531:8946,5248141,789
M04808:132:000000000-CTP75:1:2114:19797:8845,5248221,232
M04808:132:000000000-CTP75:1:2114:9391:8870,5247569,667
M04808:132:000000000-CTP75:1:2114:21537:8988,5248226,214
M04808:132:000000000-CTP75:1:2114:15564:9134,5247814,422
M04808:132:000000000-CTP75:1:2114:28542:9499,5247092,1340
M04808:132:000000000-CTP75:1:2114:13238:9765,5247601,806
M04808:132:000000000-CTP75:1:2114:7352:9838,5248229,897
M04808:132:000000000-CTP75:1:2114:26453:9846,5248227,1602
M04808:132:000000000-CTP75:1:2114:20085:10020,5247884,353
M04808:132:000000000-CTP75:1:2114:5223:10111,5248056,312
M04808:132:000000000-CTP75:1:2114:2761:10321,5246496,1737
M04808:132:000000000-CTP75:1:2114:6859:10473,5247788,455
M04808:132:000000000-CTP75:1:2114:4260:10572,5248228,390
M04808:132:000000000-CTP75:1:2114:9596:10752,5247684,1075
M04808:132:000000000-CTP75:1:2114:19005:10761,5248221,366
M04808:132:000000000-CTP75:1:2114:12919:10766,5247599,3180
M04808:132:000000000-CTP75:1:2114:20221:10767,5247823,407
M04808:132:000000000-CTP75:1:2114:2878:9550,5247987,648
M04808:132:000000000-CTP75:1:2114:21683:9572,5248213,433
M04808:132:000000000-CTP75:1:2114:12450:9573,5247331,905
M04808:132:000000000-CTP75:1:2114:24484:9868,5248226,1004
M04808:132:000000000-CTP75:1:2114:14808:9797,5248227,1287
M04808:132:000000000-CTP75:1:2114:8790:11704,5247914,330
M04808:132:000000000-CTP75:1:2114:9998:11247,5247489,756
M04808:132:000000000-CTP75:1:2114:22194:11845,5246816,1427
M04808:132:000000000-CTP75:1:2114:4149:11156,5248227,1602
M04808:132:000000000-CTP75:1:2114:25481:11177,5247943,830
M04808:132:000000000-CTP75:1:2114:22363:11942,5247977,267
M04808:132:000000000-CTP75:1:2114:28184:12516,5246727,2283
M04808:132:000000000-CTP75:1:2114:25223:12304,5246462,1935
M04808:132:000000000-CTP75:1:2114:11863:12725,5248208,1396
M04808:132:000000000-CTP75:1:2114:7005:12867,5247187,1046
M04808:132:000000000-CTP75:1:2114:13639:13264,5247189,1044
M04808:132:000000000-CTP75:1:2114:19321:13020,5247999,233
M04808:132:000000000-CTP75:1:2114:10609:13081,5247487,745
M04808:132:000000000-CTP75:1:2114:2719:13465,5247600,1529
M04808:132:000000000-CTP75:1:2114:14980:13471,5247331,905
M04808:132:000000000-CTP75:1:2114:10922:13461,5247729,504
M04808:132:000000000-CTP75:1:2114:23295:13672,5245838,2985
M04808:132:000000000-CTP75:1:2114:26928:13527,5247822,408
M04808:132:000000000-CTP75:1:2114:21785:13305,5248230,2524
M04808:132:000000000-CTP75:1:2114:24463:13577,5247458,774
M04808:132:000000000-CTP75:1:2114:9803:14227,5248228,238
M04808:132:000000000-CTP75:1:2114:21441:13999,5246829,1853
M04808:132:000000000-CTP75:1:2114:20291:14134,5247329,921
M04808:132:000000000-CTP75:1:2114:13466:14279,5245880,4405
M04808:132:000000000-CTP75:1:2114:13556:14394,5247788,443
M04808:132:000000000-CTP75:1:2114:5847:14797,5247391,968
M04808:132:000000000-CTP75:1:2114:24471:14828,5248230,825
M04808:132:000000000-CTP75:1:2114:1958:14251,5247770,462
M04808:132:000000000-CTP75:1:2114:21552:14963,5247219,1013
M04808:132:000000000-CTP75:1:2114:26129:15298,5247538,648
M04808:132:000000000-CTP75:1:2114:10064:15637,5248218,321
M04808:132:000000000-CTP75:1:2114:8202:14922,5248229,1568
M04808:132:000000000-CTP75:1:2114:11210:15507,5247627,608
M04808:132:000000000-CTP75:1:2114:12421:15824,5247600,2093
M04808:132:000000000-CTP75:1:2114:24411:16335,5248222,302
M04808:132:000000000-CTP75:1:2114:18421:16427,5248230,2524
M04808:132:000000000-CTP75:1:2114:4235:16140,5248224,599
M04808:132:000000000-CTP75:1:2114:4614:16507,5248121,746
M04808:132:000000000-CTP75:1:2114:4377:16448,5248095,1195
M04808:132:000000000-CTP75:1:2114:14630:16602,5247831,714
M04808:132:000000000-CTP75:1:2114:17824:16608,5247802,1812
M04808:132:000000000-CTP75:1:2114:24570:16741,5248051,391
M04808:132:000000000-CTP75:1:2114:7858:16749,5246725,1507
M04808:132:000000000-CTP75:1:2114:12570:16082,5248188,390
M04808:132:000000000-CTP75:1:2114:15603:16889,5245986,2248
M04808:132:000000000-CTP75:1:2114:4523:16816,5247840,397
M04808:132:000000000-CTP75:1:2114:7341:17205,5247672,563
M04808:132:000000000-CTP75:1:2114:14899:17054,5247934,1801
M04808:132:000000000-CTP75:1:2114:25602:17517,5248229,666
M04808:132:000000000-CTP75:1:2114:21188:17576,5247729,504
M04808:132:000000000-CTP75:1:2114:20613:17257,5247519,1776
M04808:132:000000000-CTP75:1:2114:18410:17438,5247774,3064
M04808:132:000000000-CTP75:1:2114:28479:17351,5247832,411
M04808:132:000000000-CTP75:1:2114:21956:17464,5246158,2085
M04808:132:000000000-CTP75:1:2114:7648:17660,5247930,302
M04808:132:000000000-CTP75:1:2114:5938:17989,5247673,562
M04808:132:000000000-CTP75:1:2114:28788:17099,5248230,463
M04808:132:000000000-CTP75:1:2114:21336:17887,5247890,353
M04808:132:000000000-CTP75:1:2114:13647:18600,5247211,1021
M04808:132:000000000-CTP75:1:2114:19194:18838,5247882,361
M04808:132:000000000-CTP75:1:2114:9691:18869,5248231,1154
M04808:132:000000000-CTP75:1:2114:4612:19056,5248228,273
M04808:132:000000000-CTP75:1:2114:9214:19084,5247092,1340
M04808:132:000000000-CTP75:1:2114:6782:18514,5247770,462
M04808:132:000000000-CTP75:1:2114:7387:19160,5246829,1853
M04808:132:000000000-CTP75:1:2114:8373:18894,5248182,382
M04808:132:000000000-CTP75:1:2114:6302:18905,5247993,250
M04808:132:000000000-CTP75:1:2114:20627:18908,5248025,207
M04808:132:000000000-CTP75:1:2114:4384:19346,5248225,402
M04808:132:000000000-CTP75:1:2114:11273:19427,5247627,608
M04808:132:000000000-CTP75:1:2114:26950:18638,5246258,1975
M04808:132:000000000-CTP75:1:2114:13074:19232,5248228,238
M04808:132:000000000-CTP75:1:2114:17311:20213,5247861,475
M04808:132:000000000-CTP75:1:2114:12631:20596,5248224,1711
M04808:132:000000000-CTP75:1:2114:18036:20058,5248230,446
M04808:132:000000000-CTP75:1:2114:6480:20679,5248229,282
M04808:132:000000000-CTP75:1:2114:5061:21133,5248224,777
M04808:132:000000000-CTP75:1:2114:9812:21236,5247868,3039
M04808:132:000000000-CTP75:1:2114:11750:21454,5248222,371
M04808:132:000000000-CTP75:1:2114:11863:21909,5247515,1255
M04808:132:000000000-CTP75:1:2114:10164:21913,5247077,2593
M04808:132:000000000-CTP75:1:2114:13131:21499,5248230,1017
M04808:132:000000000-CTP75:1:2114:16614:20848,5247140,1455
M04808:132:000000000-CTP75:1:2114:13012:21036,5248027,2399
M04808:132:000000000-CTP75:1:2114:18548:22417,5247729,504
M04808:132:000000000-CTP75:1:2114:25556:22051,5248229,2300
M04808:132:000000000-CTP75:1:2114:23341:22672,5247784,448
M04808:132:000000000-CTP75:1:2114:16077:23328,5246816,1427
M04808:132:000000000-CTP75:1:2114:10982:23592,5248227,1602
M04808:132:000000000-CTP75:1:2114:20816:23820,5248300,448
M04808:132:000000000-CTP75:1:2114:20643:23660,5247868,365
M04808:132:000000000-CTP75:1:2114:10706:23894,5248181,1271
M04808:132:000000000-CTP75:1:2114:19128:24414,5247916,327
M04808:132:000000000-CTP75:1:2114:11211:24370,5246189,2043
M04808:132:000000000-CTP75:1:2101:18664:2201,5248184,1528
M04808:132:000000000-CTP75:1:2101:18775:2271,5248229,302
M04808:132:000000000-CTP75:1:2101:15441:2370,5247925,1305
M04808:132:000000000-CTP75:1:2101:22046:2660,5247934,1801
M04808:132:000000000-CTP75:1:2114:8377:22866,5247174,1058
M04808:132:000000000-CTP75:1:2101:22437:2525,5246596,1636
M04808:132:000000000-CTP75:1:2101:16018:2927,5248014,220
M04808:132:000000000-CTP75:1:2114:18733:24715,5247874,1678
M04808:132:000000000-CTP75:1:2114:11855:25010,5248225,295
M04808:132:000000000-CTP75:1:2114:13552:25010,5247634,598
M04808:132:000000000-CTP75:1:2101:8848:3712,5248226,2321
M04808:132:000000000-CTP75:1:2101:22976:4209,5246426,3923
M04808:132:000000000-CTP75:1:2101:7541:4172,5248197,444
M04808:132:000000000-CTP75:1:2101:14362:3245,5247230,1676
M04808:132:000000000-CTP75:1:2101:15347:3260,5247821,1197
M04808:132:000000000-CTP75:1:2101:16270:4509,5247016,1214
M04808:132:000000000-CTP75:1:2101:7592:4646,5248230,411
M04808:132:000000000-CTP75:1:2101:5036:4576,5247174,1058
M04808:132:000000000-CTP75:1:2101:5051:4982,5247246,987
M04808:132:000000000-CTP75:1:2101:13889:4725,5245727,3837
M04808:132:000000000-CTP75:1:2101:24259:5356,5248228,238
M04808:132:000000000-CTP75:1:2101:10690:5397,5247914,330
M04808:132:000000000-CTP75:1:2101:20667:4615,5246829,1853
M04808:132:000000000-CTP75:1:2101:17447:6158,5246788,2167
M04808:132:000000000-CTP75:1:2101:8196:6189,5247729,504
M04808:132:000000000-CTP75:1:2101:7810:6305,5247499,628
M04808:132:000000000-CTP75:1:2101:17281:5948,5246401,1831
M04808:132:000000000-CTP75:1:2101:19021:6563,5248229,897
M04808:132:000000000-CTP75:1:2101:22910:6768,5247627,608
M04808:132:000000000-CTP75:1:2101:21704:6846,5248206,485
M04808:132:000000000-CTP75:1:2101:18620:5979,5248224,378
M04808:132:000000000-CTP75:1:2101:17301:5799,5247684,1075
M04808:132:000000000-CTP75:1:2101:23151:7406,5248230,825
M04808:132:000000000-CTP75:1:2101:25783:7695,5247351,881
M04808:132:000000000-CTP75:1:2101:9785:6955,5248226,1691
M04808:132:000000000-CTP75:1:2101:4792:8080,5247368,1774
M04808:132:000000000-CTP75:1:2101:7402:7744,5247368,1774
M04808:132:000000000-CTP75:1:2101:12457:8019,5248232,1406
M04808:132:000000000-CTP75:1:2101:20914:8385,5248227,825
M04808:132:000000000-CTP75:1:2101:9236:8228,5246380,1863
M04808:132:000000000-CTP75:1:2101:5545:8639,5247389,2063
M04808:132:000000000-CTP75:1:2101:21406:8613,5247884,353
M04808:132:000000000-CTP75:1:2101:23759:8617,5246827,2470
M04808:132:000000000-CTP75:1:2101:24085:8629,5248223,1158
M04808:132:000000000-CTP75:1:2101:27581:9116,5247499,699
M04808:132:000000000-CTP75:1:2101:12325:9055,5248229,2300
M04808:132:000000000-CTP75:1:2101:18222:9060,5246376,1889
M04808:132:000000000-CTP75:1:2101:12688:9188,5247775,462
M04808:132:000000000-CTP75:1:2101:23417:9471,5248213,650
M04808:132:000000000-CTP75:1:2101:11624:9475,5246426,3923
M04808:132:000000000-CTP75:1:2101:24209:8961,5248226,1001
M04808:132:000000000-CTP75:1:2101:25880:9245,5246637,1656
M04808:132:000000000-CTP75:1:2101:7288:9262,5248230,2288
M04808:132:000000000-CTP75:1:2101:2726:9760,5247675,557
M04808:132:000000000-CTP75:1:2101:27698:9991,5247602,1418
M04808:132:000000000-CTP75:1:2101:26625:9941,5246189,2043
M04808:132:000000000-CTP75:1:2101:14540:10647,5248230,494
M04808:132:000000000-CTP75:1:2101:20329:10648,5248136,794
M04808:132:000000000-CTP75:1:2101:2191:10672,5247784,405
M04808:132:000000000-CTP75:1:2101:27247:11315,5248227,1805
M04808:132:000000000-CTP75:1:2101:16700:11259,5248168,419
